guide_id,disaster_type,title,content,easy_content,keywords,source
503,지진,장소에 따라 이렇게 행동합니다,복도에서는 창문 유리가 깨질 우려가 있으니 창문과 떨어져 이동합니다.,복도에서는 창문 유리가 깨질 우려가 있으니 창문과 떨어져 이동합니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
504,지진,장소에 따라 이렇게 행동합니다,비상등을 켜고 서서히 속도를 줄여 도로 오른쪽에 차를 세우고 긴급차량을 위해 도로의 중앙부분을 비워둡니다.,비상등을 켜고 서서히 속도를 줄여 도로 오른쪽에 차를 세우고 긴급차량을 위해 도로의 중앙부분을 비워둡니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
505,지진,장소에 따라 이렇게 행동합니다,비상등을 켜고 속도를 줄여 주변을 충분히 살피면서 교차로를 피하여 길 오른 쪽에 차를 세웁니다.,비상등을 켜고 속도를 줄여 주변을 충분히 살피면서 교차로를 피하여 길 오른 쪽에 차를 세웁니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
506,지진,지진을 이렇게 대비합니다,비상시 가족과 만날 곳과 연락할 방법을 정해 둡니다.,비상시 가족과 만날 곳과 연락할 방법을 정해 둡니다.,지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
507,지진,지진을 이렇게 대비합니다,"비상시를 대비하여 비상용품을 준비해 두고, 보관 장소와 사용방법을 알아 둡니다.","비상시를 대비하여 비상용품을 준비해 두고, 보관 장소와 사용방법을 알아 둡니다.",지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
508,지진,지진을 이렇게 대비합니다,"비상용품- 비상식품: 물, 통조림, 라면 등 가열하지 않고 먹을 수 있는 것- 구급약품: 연고, 감기약, 소화제, 지병약 등이 포함된 구급함- 생활용품: 라디오, 간단한 옷, 손전등 및 건전지, 화장지, 비상금, 물티슈, 라이터, 생리용품, 비닐봉투, 휴대전화 예비배터리, 비상연락망 등","비상용품- 비상식품: 물, 통조림, 라면 등 가열하지 않고 먹을 수 있는 것- 구급약품: 연고, 감기약, 소화제, 지병약 등이 포함된 구급함- 생활용품: 라디오, 간단한 옷, 손전등 및 건전지, 화장지, 비상금, 물티슈, 라이터, 생리용품, 비닐봉투, 휴대전화 예비배터리, 비상연락망 등",지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
509,지진,지진이 발생하면 이렇게 행동합니다,"빌딩이 많은 도심지에서는 깨진 유리창이나 간판 등이 떨어져 다칠 우려가 있으므로, 주변에 가까운 공원이나 넓은 공간이 없다면 최근에 지은 튼튼한 건물 안으로 들어가 우선 몸을 보호합니다","빌딩이 많은 도심지에서는 깨진 유리창이나 간판 등이 떨어져 다칠 우려가 있으므로, 주변에 가까운 공원이나 넓은 공간이 없다면 최근에 지은 튼튼한 건물 안으로 들어가 우선 몸을 보호합니다",지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
510,지진,장소에 따라 이렇게 행동합니다,"사람이 많이 있는 곳에서는 한 곳으로 갑자기 몰리게 되면 사고의 우려가 있으니, 안내에 따라 대피합니다.","사람이 많이 있는 곳에서는 한 곳으로 갑자기 몰리게 되면 사고의 우려가 있으니, 안내에 따라 대피합니다.",지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
511,지진,장소에 따라 이렇게 행동합니다,사무실 책상아래로 들어가 몸을 웅크리고 책상다리를 꼭 잡고 몸을 보호합니다.,사무실 책상아래로 들어가 몸을 웅크리고 책상다리를 꼭 잡고 몸을 보호합니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
512,지진,장소에 따라 이렇게 행동합니다,"사무실은 컴퓨터 본체, 모니터 등 무거운 물건들이 많아 다칠 위험이 큽니다.","사무실은 컴퓨터 본체, 모니터 등 무거운 물건들이 많아 다칠 위험이 큽니다.",지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
513,지진,장소에 따라 이렇게 행동합니다,산이나 급한 경사지 근처에서는 산사태가 발생할 수 있으니 떨어지는 물체에 주의해서 안전한 곳으로 대피합니다.,산이나 급한 경사지 근처에서는 산사태가 발생할 수 있으니 떨어지는 물체에 주의해서 안전한 곳으로 대피합니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
514,지진,대피 후에는 이렇게 행동합니다,"셋,수도관의 피해가 있다면 밸브를 잠급니다. 하수관은 피해여부를 확인하기 전까지 수도꼭지나 화장실 등 물을 사용하지 말아야 합니다.","셋,수도관의 피해가 있다면 밸브를 잠급니다. 하수관은 피해여부를 확인하기 전까지 수도꼭지나 화장실 등 물을 사용하지 말아야 합니다.",지진 지진 대피 후에는 이렇게 행동합니다 지진,자연재난 국민행동요령
515,지진,지진을 이렇게 대비합니다,"스마트폰 재난정보 애플리케이션: 국민안전처 안전디딤돌, 기상청 지진 정보 알리미","스마트폰 재난정보 애플리케이션: 국민안전처 안전디딤돌, 기상청 지진 정보 알리미",지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
516,지진,지진이 발생하면 이렇게 행동합니다,"야간에는 넘어지거나 추락할 위험이 있으니, 손전등을 사용하여 조심해서 대피합니다.","야간에는 넘어지거나 추락할 위험이 있으니, 손전등을 사용하여 조심해서 대피합니다.",지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
517,지진,장소에 따라 이렇게 행동합니다,"엘리베이터를 타고 있다면 모든 층의 버튼을 눌러 가장 먼저 열리는 층에서 신속하게 내린 후, 계단을 이용하여 대피합니다.","엘리베이터를 타고 있다면 모든 층의 버튼을 눌러 가장 먼저 열리는 층에서 신속하게 내린 후, 계단을 이용하여 대피합니다.",지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
518,지진,대피 후에는 이렇게 행동합니다,"여진이 발생할 수 있으므로, 지역 방송 등이 제공하는 정보를 확인하고, 대피해야 할 경우에는 지진 국민행동요령에 따릅니다.","여진이 발생할 수 있으므로, 지역 방송 등이 제공하는 정보를 확인하고, 대피해야 할 경우에는 지진 국민행동요령에 따릅니다.",지진 지진 대피 후에는 이렇게 행동합니다 지진,자연재난 국민행동요령
519,지진,대피 후에는 이렇게 행동합니다,옷장이나 사무실 보관함 등의 내용물이 쏟아져 내려 부상을 입을 수도 있으므로 문을 열 때 주의합니다.,옷장이나 사무실 보관함 등의 내용물이 쏟아져 내려 부상을 입을 수도 있으므로 문을 열 때 주의합니다.,지진 지진 대피 후에는 이렇게 행동합니다 지진,자연재난 국민행동요령
520,지진,장소에 따라 이렇게 행동합니다,운전 할 때 지진이 발생하면 흔들림에 의하여 제대로 된 주행이 불가능합니다.,운전 할 때 지진이 발생하면 흔들림에 의하여 제대로 된 주행이 불가능합니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
521,지진,지진을 이렇게 대비합니다,유리창이나 넘어지기 쉬운 가구 주변 등 위험한 위치를 확인해 두고 지진 발생 시 가까이 가지 않도록 합니다.,유리창이나 넘어지기 쉬운 가구 주변 등 위험한 위치를 확인해 두고 지진 발생 시 가까이 가지 않도록 합니다.,지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
522,지진,지진을 이렇게 대비합니다,응급처치하는 방법을 반복적으로 훈련하여 익혀 둡니다.,응급처치하는 방법을 반복적으로 훈련하여 익혀 둡니다.,지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
523,지진,지진이 발생하면 이렇게 행동합니다,이동할 때에는 차량을 이용하지 않고 걸어서 대피합니다.,이동할 때에는 차량을 이용하지 않고 걸어서 대피합니다.,지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
524,지진,장소에 따라 이렇게 행동합니다,"전철 안의 손잡이나 기둥, 선반을 꼭 잡고 넘어지지 않도록 합니다.","전철 안의 손잡이나 기둥, 선반을 꼭 잡고 넘어지지 않도록 합니다.",지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
525,지진,장소에 따라 이렇게 행동합니다,전철이 멈췄다고 해서 서둘러 출구로 뛰어가는 것은 위험하므로 안내에 따라 행동합니다.,전철이 멈췄다고 해서 서둘러 출구로 뛰어가는 것은 위험하므로 안내에 따라 행동합니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
526,지진,지진을 이렇게 대비합니다,정부에서 제공하는 스마트폰 재난정보 어플리케이션을 설치해 둡니다,정부에서 제공하는 스마트폰 재난정보 어플리케이션을 설치해 둡니다,지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
527,지진,지진이 발생하면 이렇게 행동합니다,중심이 낮고 튼튼한 탁자의 아래로 들어가 탁자 다리를 꼭 잡고 몸을 보호합니다.,중심이 낮고 튼튼한 탁자의 아래로 들어가 탁자 다리를 꼭 잡고 몸을 보호합니다.,지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
528,지진,지진을 이렇게 대비합니다,"지진 발생 시 화재가 발생할 수 있으니 소화기를 준비해 두고, 사용방법을 알아 둡니다","지진 발생 시 화재가 발생할 수 있으니 소화기를 준비해 두고, 사용방법을 알아 둡니다",지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
529,지진,지진이 발생하면 이렇게 행동합니다,"지진 발생 직후에는 근거 없는 소문이나 유언비어가 유포될 수 있으니, 라디오나 공공 기관의 안내 방송 등이 제공하는 정보에 따라 행동합니다.","지진 발생 직후에는 근거 없는 소문이나 유언비어가 유포될 수 있으니, 라디오나 공공 기관의 안내 방송 등이 제공하는 정보에 따라 행동합니다.",지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
530,지진,지진이 발생하면 이렇게 행동합니다,지진 시에는 많은 사고 및 도로의 손상으로 소방차가 출동하지 못하는 경우가 있으므로 평소에 불을 끄는 방법을 알아 두도록 합니다.,지진 시에는 많은 사고 및 도로의 손상으로 소방차가 출동하지 못하는 경우가 있으므로 평소에 불을 끄는 방법을 알아 두도록 합니다.,지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
531,지진,지진을 이렇게 대비합니다,지진 정보를 얻을 수 있는 정부 기관의 연락처를 알아둡니다.,지진 정보를 얻을 수 있는 정부 기관의 연락처를 알아둡니다.,지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
532,지진,지진이 발생하면 이렇게 행동합니다,지진으로 크게 흔들리는 시간은 길어야 1~2분 정도입니다.,지진으로 크게 흔들리는 시간은 길어야 1~2분 정도입니다.,지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
533,지진,지진이 발생하면 이렇게 행동합니다,"지진이 나면 엘리베이터를 타지 말고, 계단을 이용하여 건물 밖으로 대피합니다.","지진이 나면 엘리베이터를 타지 말고, 계단을 이용하여 건물 밖으로 대피합니다.",지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
534,지진,장소에 따라 이렇게 행동합니다,지진이 발생하면 엘리베이터를 타지 말아야 합니다.,지진이 발생하면 엘리베이터를 타지 말아야 합니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
535,지진,지진이 발생하면 이렇게 행동합니다,"지진이 발생하면 유리 조각이나 떨어져 있는 물체 때문에 발을 다칠 수 있으니, 발을 보호할 수 있는 신발을 신고 이동합니다.","지진이 발생하면 유리 조각이나 떨어져 있는 물체 때문에 발을 다칠 수 있으니, 발을 보호할 수 있는 신발을 신고 이동합니다.",지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
536,지진,대피 후에는 이렇게 행동합니다,"지진이 발생하면 통신기기의 사용이 폭주하여 일시적인 장애가 발생할 수 있으니 당황하지 마시고, 라디오 및 주변에 있는 공공 기관이 제공하는 정보에 따라 행동합니다.","지진이 발생하면 통신기기의 사용이 폭주하여 일시적인 장애가 발생할 수 있으니 당황하지 마시고, 라디오 및 주변에 있는 공공 기관이 제공하는 정보에 따라 행동합니다.",지진 지진 대피 후에는 이렇게 행동합니다 지진,자연재난 국민행동요령
537,지진,지진이 발생하면 이렇게 행동합니다,지진이 발생했을 때 불이 나면 침착하고 빠르게 불을 꺼야 합니다.,지진이 발생했을 때 불이 나면 침착하고 빠르게 불을 꺼야 합니다.,지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
538,지진,장소에 따라 이렇게 행동합니다,지진해일 특보가 발령되면 지진해일 긴급대피장소 등 높은 곳으로 대피합니다.,지진해일 특보가 발령되면 지진해일 긴급대피장소 등 높은 곳으로 대피합니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
539,지진,지진이 발생하면 이렇게 행동합니다,지하 공간에서는 정전 시 벽에 붙어 이동하고 가까운 출입구를 통해 밖으로 나갑니다.,지하 공간에서는 정전 시 벽에 붙어 이동하고 가까운 출입구를 통해 밖으로 나갑니다.,지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
540,지진,장소에 따라 이렇게 행동합니다,진열장에서 떨어지는 물건으로부터 몸을 보호합니다.,진열장에서 떨어지는 물건으로부터 몸을 보호합니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
541,지진,지진을 이렇게 대비합니다,창문 등의 유리 부분은 필름을 붙여 유리가 파손되지 않도록 합니다.,창문 등의 유리 부분은 필름을 붙여 유리가 파손되지 않도록 합니다.,지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
542,지진,장소에 따라 이렇게 행동합니다,책상 아래로 들어가 몸을 웅크리고 책상다리를 꼭 잡고 몸을 보호합니다.,책상 아래로 들어가 몸을 웅크리고 책상다리를 꼭 잡고 몸을 보호합니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
543,지진,지진이 발생하면 이렇게 행동합니다,탁자 아래와 같은 피할 곳이 없을 때에는 방석 등으로 머리를 보호합니다.,탁자 아래와 같은 피할 곳이 없을 때에는 방석 등으로 머리를 보호합니다.,지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
544,지진,지진을 이렇게 대비합니다,탁자 아래와 같이 집 안에서 대피할 수 있는 안전한 대피 공간을 미리 파악해 둡니다,탁자 아래와 같이 집 안에서 대피할 수 있는 안전한 대피 공간을 미리 파악해 둡니다,지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
545,지진,지진을 이렇게 대비합니다,"텔레비전, 꽃병 등 떨어질 수 있는 물건은 높은 곳에 두지 않도록 합니다.","텔레비전, 꽃병 등 떨어질 수 있는 물건은 높은 곳에 두지 않도록 합니다.",지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
546,지진,대피 후에는 이렇게 행동합니다,"하나,가스 냄새가 나거나 소리가 들릴 경우에는 창문을 열고 밸브를 잠근 후 우선 대피합니다. 대피후에는 가스 관련 기관(지역도시가스회사, LPG 공급회사, 한국가스안전공사 등)에  확인하고 사용합니다.","하나,가스 냄새가 나거나 소리가 들릴 경우에는 창문을 열고 밸브를 잠근 후 우선 대피합니다. 대피후에는 가스 관련 기관(지역도시가스회사, LPG 공급회사, 한국가스안전공사 등)에  확인하고 사용합니다.",지진 지진 대피 후에는 이렇게 행동합니다 지진,자연재난 국민행동요령
547,지진,지진이 발생하면 이렇게 행동합니다,"화장실, 욕실에 있을 때는 거울이나 전구 등의 파손으로 다칠 수 있으니, 욕실에서 나와 안전한 장소로 이동합니다.","화장실, 욕실에 있을 때는 거울이나 전구 등의 파손으로 다칠 수 있으니, 욕실에서 나와 안전한 장소로 이동합니다.",지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
548,지진,지진이 발생하면 이렇게 행동합니다,화재가 발생하면 손수건 등으로 코와 입을 막은 후 연기를 피하여 최대한 자세를 낮추고 대피합니다.,화재가 발생하면 손수건 등으로 코와 입을 막은 후 연기를 피하여 최대한 자세를 낮추고 대피합니다.,지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
549,지진,지진을 이렇게 대비합니다,화재를 일으킬 수 있는 난로나 위험물은 주의하여 관리합니다.,화재를 일으킬 수 있는 난로나 위험물은 주의하여 관리합니다.,지진 지진 지진을 이렇게 대비합니다 지진,자연재난 국민행동요령
550,지진,장소에 따라 이렇게 행동합니다,흔들림이 멈추면 선생님의 안내에 따라 질서를 지키면서 운동장으로 대피합니다.,흔들림이 멈추면 선생님의 안내에 따라 질서를 지키면서 운동장으로 대피합니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
551,지진,지진이 발생하면 이렇게 행동합니다,"흔들림이 멈추면, 출구를 통해 밖으로 나갑니다.","흔들림이 멈추면, 출구를 통해 밖으로 나갑니다.",지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
552,지진,지진이 발생하면 이렇게 행동합니다,흔들림이 멈춘 후 당황하지 말고 화재에 대비하여 가스와 전깃불을 끕니다.,흔들림이 멈춘 후 당황하지 말고 화재에 대비하여 가스와 전깃불을 끕니다.,지진 지진 지진이 발생하면 이렇게 행동합니다 지진,자연재난 국민행동요령
553,지진,대피 후에는 이렇게 행동합니다,흔들림이 멈춘 후 주변에 부상자가 있으면 이웃과 서로 협력하여 응급처치하고 119에 신고합니다.,흔들림이 멈춘 후 주변에 부상자가 있으면 이웃과 서로 협력하여 응급처치하고 119에 신고합니다.,지진 지진 대피 후에는 이렇게 행동합니다 지진,자연재난 국민행동요령
554,지진,장소에 따라 이렇게 행동합니다,흔들림이 멈출 때까지 가방 등 소지품으로 몸을 보호하며 잠시 동안 자리에 머물러 있습니다.,흔들림이 멈출 때까지 가방 등 소지품으로 몸을 보호하며 잠시 동안 자리에 머물러 있습니다.,지진 지진 장소에 따라 이렇게 행동합니다 지진,자연재난 국민행동요령
555,,,,,,자연재난 국민행동요령
556,,,,,,자연재난 국민행동요령
557,,,,,,자연재난 국민행동요령
558,,,,,,자연재난 국민행동요령
559,,,,,,자연재난 국민행동요령
560,,,,,,자연재난 국민행동요령
561,,,,,,자연재난 국민행동요령
562,,,,,,자연재난 국민행동요령
563,,,,,,자연재난 국민행동요령
564,,,,,,자연재난 국민행동요령
565,,,,,,자연재난 국민행동요령
566,,,,,,자연재난 국민행동요령
567,,,,,,자연재난 국민행동요령
568,,,,,,자연재난 국민행동요령
569,,,,,,자연재난 국민행동요령
570,,,,,,자연재난 국민행동요령
571,,,,,,자연재난 국민행동요령
572,,,,,,자연재난 국민행동요령
573,,,,,,자연재난 국민행동요령
574,,,,,,자연재난 국민행동요령
575,,,,,,자연재난 국민행동요령
576,,,,,,자연재난 국민행동요령
577,,,,,,자연재난 국민행동요령
578,,,,,,자연재난 국민행동요령
579,,,,,,자연재난 국민행동요령
580,,,,,,자연재난 국민행동요령
581,,,,,,자연재난 국민행동요령
582,,,,,,자연재난 국민행동요령
583,,,,,,자연재난 국민행동요령
584,,,,,,자연재난 국민행동요령
585,지진해일,지진해일 내습 시 선박 위에 있다면,내가 있는 지역이 지진해일의 위험이 있는 지역인지 미리 확인합니다.,내가 있는 지역이 지진해일의 위험이 있는 지역인지 미리 확인합니다.,지진해일 지진해일 지진해일 내습 시 선박 위에 있다면 지진해일,자연재난 국민행동요령
586,지진해일,지진해일 내습 시 선박 위에 있다면,선박에 대한 조치가 끝난 후에 자신이 육지에 있다면 동료들과 함께 신속히 고지대로 대피합니다.,선박에 대한 조치가 끝난 후에 자신이 육지에 있다면 동료들과 함께 신속히 고지대로 대피합니다.,지진해일 지진해일 지진해일 내습 시 선박 위에 있다면 지진해일,자연재난 국민행동요령
587,지진해일,지진해일이 발생하면 이렇게 대피합니다,일반적으로 일본 서해안에서 규모 7.0이상의 지진이 발생하면 약 1~2시간 후 동해안 지역에 약 3~4m 높이의 지진해일이 발생할 수 있습니다.,일반적으로 일본 서해안에서 규모 7.0이상의 지진이 발생하면 약 1~2시간 후 동해안 지역에 약 3~4m 높이의 지진해일이 발생할 수 있습니다.,지진해일 지진해일 지진해일이 발생하면 이렇게 대피합니다 지진해일,자연재난 국민행동요령
588,지진해일,지진해일,지진 해일,지진 해일,지진해일 지진해일  지진해일,자연재난 국민행동요령
589,지진해일,지진해일이 발생하면 이렇게 대피합니다,지진해일은 지진과 마찬가지로 한 번의 큰 파도로 끝나지 않습니다. 지진해일 특보가 해제될 때까지 낮은 곳으로 가지 않습니다.,지진해일은 지진과 마찬가지로 한 번의 큰 파도로 끝나지 않습니다. 지진해일 특보가 해제될 때까지 낮은 곳으로 가지 않습니다.,지진해일 지진해일 지진해일이 발생하면 이렇게 대피합니다 지진해일,자연재난 국민행동요령
590,지진해일,지진해일 내습 시 선박 위에 있다면,지진해일이 내습하면 항만 등에서 그 파고는 거대해지고 유속이 급격하게 증가하므로 선박의 안전에 특히 주의해야 합니다.,지진해일이 내습하면 항만 등에서 그 파고는 거대해지고 유속이 급격하게 증가하므로 선박의 안전에 특히 주의해야 합니다.,지진해일 지진해일 지진해일 내습 시 선박 위에 있다면 지진해일,자연재난 국민행동요령
591,지진해일,지진해일이 발생하면 이렇게 대피합니다,"지진해일이 오기 전 해안의 바닷물이 갑자기 빠져나가거나, 기차와 같은 큰 소리를 내면서 다가오기도 합니다. 이 때 높은 곳으로 대피합니다.","지진해일이 오기 전 해안의 바닷물이 갑자기 빠져나가거나, 기차와 같은 큰 소리를 내면서 다가오기도 합니다. 이 때 높은 곳으로 대피합니다.",지진해일 지진해일 지진해일이 발생하면 이렇게 대피합니다 지진해일,자연재난 국민행동요령
592,지진해일,지진해일 내습 시 선박 위에 있다면,"항만, 포구 등에 정박해 있거나, 해안가에서 조업 중인 선박은 지진해일 발생여부를 인지한 후, 시간적 여유가 있다면 선박을 수심이 깊은 지역으로 이동시킵니다.","항만, 포구 등에 정박해 있거나, 해안가에서 조업 중인 선박은 지진해일 발생여부를 인지한 후, 시간적 여유가 있다면 선박을 수심이 깊은 지역으로 이동시킵니다.",지진해일 지진해일 지진해일 내습 시 선박 위에 있다면 지진해일,자연재난 국민행동요령
593,지진해일,지진해일이 발생하면 이렇게 대피합니다,해안가에 있을 때 지진을 느꼈다면 곧 지진해일이 올 수도 있으니 빨리 해안에서 멀리 떨어진 곳으로 대피합니다.,해안가에 있을 때 지진을 느꼈다면 곧 지진해일이 올 수도 있으니 빨리 해안에서 멀리 떨어진 곳으로 대피합니다.,지진해일 지진해일 지진해일이 발생하면 이렇게 대피합니다 지진해일,자연재난 국민행동요령
594,지진해일,지진해일이 발생하면 이렇게 대피합니다,해안에서 지진을 느끼거나 지진해일 특보가 발령되면 지진해일 긴급 대피장소나 높은 곳으로 대피합니다. 피할 시간이 없다면 주변 튼튼한 건물의 3층 이상으로 대피합니다.,해안에서 지진을 느끼거나 지진해일 특보가 발령되면 지진해일 긴급 대피장소나 높은 곳으로 대피합니다. 피할 시간이 없다면 주변 튼튼한 건물의 3층 이상으로 대피합니다.,지진해일 지진해일 지진해일이 발생하면 이렇게 대피합니다 지진해일,자연재난 국민행동요령
595,,,,,,자연재난 국민행동요령
596,,,,,,자연재난 국민행동요령
597,해일,미쳐 대피 못한 때는,"1층보다는 2층, 2층보다는 3층, 경우에 따라서는 지붕이 안전하니 높은 곳으로 이동합시다.","1층보다는 2층, 2층보다는 3층, 경우에 따라서는 지붕이 안전하니 높은 곳으로 이동합시다.",해일 해일 미쳐 대피 못한 때는 해일,자연재난 국민행동요령
598,해일,해일특보시 대비요령,"Q&AQ : 폭풍해일 피해방지 행동요령은?A : 평소 대피장소 및 대피방법을 미리 알아두고, TV나 라디오를 통해 기상정보나 해일경보 등 수시로 확인하여 폭풍해일이 예상될 경우 신속히 높은 곳으로 대피하여야 합니다.","Q&AQ : 폭풍해일 피해방지 행동요령은?A : 평소 대피장소 및 대피방법을 미리 알아두고, TV나 라디오를 통해 기상정보나 해일경보 등 수시로 확인하여 폭풍해일이 예상될 경우 신속히 높은 곳으로 대피하여야 합니다.",해일 해일 해일특보시 대비요령 해일,자연재난 국민행동요령
599,해일,해일특보시 대비요령,TV나 라디오를 통한 기상상황이나 해일경보 등을 주의 깊게 들읍시다.,TV나 라디오를 통한 기상상황이나 해일경보 등을 주의 깊게 들읍시다.,해일 해일 해일특보시 대비요령 해일,자연재난 국민행동요령
600,해일,해일 때는,TV나 라디오를 통한 기상상황이나 해일정보 등을 주의 깊게 들읍시다.,TV나 라디오를 통한 기상상황이나 해일정보 등을 주의 깊게 들읍시다.,해일 해일 해일 때는 해일,자연재난 국민행동요령
601,해일,해일 발생 때는,가까운 행정기관의 전화번호는 온 가족이 알 수 있는 곳에 두고 이웃 간의 연락방법을 알아둡시다.,가까운 행정기관의 전화번호는 온 가족이 알 수 있는 곳에 두고 이웃 간의 연락방법을 알아둡시다.,해일 해일 해일 발생 때는 해일,자연재난 국민행동요령
602,해일,해일 발생 때는,공사 중인 현장에서는 작업을 중지하고 떠내려가거나 파손될 우려가 있는 기자재들은 안전한 곳으로 이동시킵시다.,공사 중인 현장에서는 작업을 중지하고 떠내려가거나 파손될 우려가 있는 기자재들은 안전한 곳으로 이동시킵시다.,해일 해일 해일 발생 때는 해일,자연재난 국민행동요령
603,해일,폭풍해일,근처에서 화재가 발생하여 연소 확대가 염려될 경우 등,근처에서 화재가 발생하여 연소 확대가 염려될 경우 등,해일 해일 폭풍해일 해일,자연재난 국민행동요령
604,해일,해일특보시 대비요령,"기상청의 해일경보, 시·군·구청 또는 소방서의 대피명령이 있을 때 즉시 대피합시다.","기상청의 해일경보, 시·군·구청 또는 소방서의 대피명령이 있을 때 즉시 대피합시다.",해일 해일 해일특보시 대비요령 해일,자연재난 국민행동요령
605,해일,해일,너울성 파도,너울성 파도,해일 해일  해일,자연재난 국민행동요령
606,해일,해일 때는,대피에 대비하여 비상 소지품을 챙겨둡시다.,대피에 대비하여 비상 소지품을 챙겨둡시다.,해일 해일 해일 때는 해일,자연재난 국민행동요령
607,해일,해일 발생 때는,매우 심한 지면진동을 느끼면 가까운 곳에서 큰 지진이 난 것이므로 해안지역의 주민은 즉시 높은 지대로 대피합시다.,매우 심한 지면진동을 느끼면 가까운 곳에서 큰 지진이 난 것이므로 해안지역의 주민은 즉시 높은 지대로 대피합시다.,해일 해일 해일 발생 때는 해일,자연재난 국민행동요령
608,해일,해일특보시 대비요령,목조 주택은 떠내려 갈 가능성이 있으니 벽돌이나 철근콘크리트 건물로 이동합시다.,목조 주택은 떠내려 갈 가능성이 있으니 벽돌이나 철근콘크리트 건물로 이동합시다.,해일 해일 해일특보시 대비요령 해일,자연재난 국민행동요령
609,해일,미쳐 대피 못한 때는,목조 주택은 떠내려갈 가능성이 있으니 벽돌이나 철근콘크리트 건물로 이동합시다.,목조 주택은 떠내려갈 가능성이 있으니 벽돌이나 철근콘크리트 건물로 이동합시다.,해일 해일 미쳐 대피 못한 때는 해일,자연재난 국민행동요령
610,해일,해일 때는,"물이나 전기가 끊기는 것에 대비하여 마실 물, 식료품, 손전등, 라디오 등을 준비합시다.","물이나 전기가 끊기는 것에 대비하여 마실 물, 식료품, 손전등, 라디오 등을 준비합시다.",해일 해일 해일 때는 해일,자연재난 국민행동요령
611,해일,해일 때는,방이나 거실의 침수에 대비하여 중요한 물건은 높은 곳으로 옮깁시다.,방이나 거실의 침수에 대비하여 중요한 물건은 높은 곳으로 옮깁시다.,해일 해일 해일 때는 해일,자연재난 국민행동요령
612,해일,폭풍해일,방재기관으로부터 피난권유나 지시가 발령되었을 경우,방재기관으로부터 피난권유나 지시가 발령되었을 경우,해일 해일 폭풍해일 해일,자연재난 국민행동요령
